TICKER,SETOR,DIVIDENDO,LIQUIDEZMEDIADIARIA,PVP,YELD,MEDIA_YIELD_12M,SOMA_YIELD_12M,SOMA_YIELD_ANO_CORRENTE,RENTABILIDADE,RENTABILIDADE_MES,VARIACAO_COTACAO_MES,COTACAO_FECHAMENTO,VPA,NUMERO_COTISTA,VOLATILITY
ERCR11,Varejo,146.5025,,0.5959,0.9300,1.3950,16.7400,0.9300,0.9300,0.9300,0.0000,15707.8500,26382.7300,10,25.216926991221
ERPA11,Lajes Corporativas,0.8300,12.67,0.8359,0.6200,0.4792,5.7500,1.8600,4.9982,0.6125,-0.0075,133.9900,159.3100,442,45.964624795551
ESUD11,Indefinido,72.9256,1579.95,0,23.0800,5.7700,23.0800,23.0800,,0.0000,0.0000,315.9900,,0,29.283225139391
ESUT11,Indefinido,67.4877,609.52,0,210.9000,52.7250,210.9000,210.9000,,0.0000,0.0000,32.0000,,0,9.955257046262
ESUU11,Indefinido,63.8380,3200,0,199.4900,49.8725,199.4900,199.4900,,0.0000,0.0000,32.0000,,0,10.592621030417
EURO11,Imóveis Industriais e Logísticos,1.9300,29069.43,0.6887,0.8600,0.8333,10.0000,2.6500,7.1738,4.0263,3.1393,225.0500,329.2100,2148,23.242583603827
EVBI11,Misto,0.1100,32194.42,1.0254,1.0500,0.8208,9.8500,9.8500,23.4775,6.8505,5.7402,10.5000,9.8600,1313,14.992892709637
EXES11,Indefinido,0.1300,247942.81,0.9702,1.3700,0.9725,11.6700,3.9500,8.8181,3.4410,2.0430,9.4900,,508,22.774361753842
FAED11,Educacional,1.6000,54623.81,0.6014,1.1800,1.1067,13.2800,3.5700,4.8934,2.6447,1.4477,135.9500,222.0100,4275,16.815841148484
FAMB11B,Lajes Corporativas,1001.6086,47041.93,0.1761,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,3593.2641,2173,47.009538103694
FAOE11,Indefinido,11.1609,,14.5259,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,8102,
FATN11,Lajes Corporativas,0.8000,741121.52,0.7638,1.0700,1.0200,12.2400,3.2300,-0.4871,0.1626,-0.8978,75.0600,98.4500,16950,10.582446795511
FCFL11,Educacional,0.8600,210683.67,0.911,0.7800,0.7550,9.0600,2.4300,5.8423,2.7619,1.9666,110.4400,123.1200,3540,15.522605748965
FEXC11,Papéis,0.5000,860137.12,0.0988,0.0000,0.9567,11.4804,0.0000,,0.0000,0.0000,,90.7500,36232,14.56643696571
FGAA11,Indefinido,0.0600,850589.43,0.8827,0.7300,1.2400,14.8800,3.5300,11.8287,8.3372,7.5521,8.2600,9.6300,50144,13.85963538416
FIGS11,Shoppings,0.4500,214643,0.6083,0.9800,0.8783,10.5400,2.9600,0.7318,11.4028,10.3217,45.9600,76.1000,12473,15.903781247964
FIIB11,Imóveis Industriais e Logísticos,3.7500,173194.48,1.0638,0.7500,0.7450,8.9400,2.3000,6.3030,4.0037,3.2295,501.2000,475.4800,15703,13.676769335984
FIIP11B,Imóveis Industriais e Logísticos,1.4000,1172.8,0.7438,0.9300,0.8900,10.6800,3.0400,7.1106,12.4181,11.3823,150.6000,198.8400,6586,11.961126885575
FISC11,Lajes Corporativas,0.5000,660.52,0.534,0.7900,0.5992,7.1900,2.2700,2.9682,-0.0599,-0.8432,63.5000,114.2400,210,92.604098429343
FLCR11,Papéis,1.1000,28640.29,1.0408,1.1400,1.2917,15.5000,3.9800,8.8584,1.7740,0.6269,96.3100,94.2300,3018,11.115768494844
FLFL11,Fundo de Desenvolvimento,0.1800,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,1,
FLMA11,Lajes Corporativas,0.7900,86766.29,0.5723,0.6100,0.8033,9.6400,2.2400,4.6692,1.8427,1.2252,129.7100,220.3300,12781,19.866263182742
FLRP11,Shoppings,14.0000,21978.29,0.9804,0.7500,0.6433,7.7200,2.2600,3.9758,4.2815,3.5052,1876.0000,2034.9200,794,36.42805489815
FMOF11,Lajes Corporativas,0.2300,5073.67,0.5173,0.6400,0.2983,3.5800,2.6200,-28.6817,-27.4353,-27.8967,36.0300,115.9900,251,66.921625169881
FPAB11,Lajes Corporativas,1.3500,297959.62,0.5647,0.7800,0.4842,5.8100,2.2400,-10.4499,-4.0177,-4.7606,173.6500,354.1800,747,49.862868527263
FRHY11,Indefinido,1.0300,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,7,
FVPQ11,Shoppings,0.5000,46254.14,0.2928,1.0000,0.8508,10.2100,3.5500,10.8879,8.5088,7.4345,50.0000,173.9100,4091,25.446242812555
FZDA11,Indefinido,1.0530,453.29,0.721,0.8300,0.8300,0.8300,0.8300,7.6085,7.6085,6.7227,127.0000,223.8400,326,65.41108542939
FZDB11,Indefinido,3.9140,531.52,0.7575,3.4900,3.4900,3.4900,3.4900,,0.0000,0.0000,112.0000,99.9900,111,36.755369644888
GAME11,Indefinido,0.0950,668307.38,0.9267,1.1500,1.0858,13.0300,3.4300,5.6463,4.3109,3.1250,8.2500,9.2800,22797,12.044005587479
GARE11,Imóveis Industriais e Logísticos,0.0830,4643414.1,0.9368,1.0500,1.0592,12.7100,3.2500,-4.1182,4.2161,3.1332,7.9000,,326345,14.938382480631
GCFF11,Fundo de Fundos,3.0670,87694.83,1.086,0.0000,0.0000,0.0000,4.2700,,0.0000,0.0000,,77.3100,8102,1.147002013467
GCOI11,Indefinido,0.8059,1178.43,1.0587,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,371,
GCRA11,Indefinido,0.6400,91009.1,0.6049,1.2800,1.2575,15.0900,3.9600,22.9239,9.4129,8.0301,50.1800,85.6600,7598,24.062514382644
GCRI11,Papéis,0.8700,170683.81,0.7211,1.4000,1.3858,16.6300,4.4300,14.7703,12.4402,10.8877,62.3300,88.7700,4365,17.856488114778
GESE11B,Educacional,1112.7198,,23.8207,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,1119.0800,8102,
GGRC11,Imóveis Industriais e Logísticos,0.1000,2393373.71,0.8806,1.0600,0.9442,11.3300,3.0900,0.6742,5.8724,4.7619,9.4600,11.3100,151904,13.41098599616
GLOG11,Imóveis Industriais e Logísticos,0.4100,234465.52,0.5164,0.8500,0.8467,10.1600,2.6200,-11.9864,-1.4062,-2.2371,48.0700,,2193,24.102399741534
GRUL11,Logística,0.1100,343995.76,0.8285,1.4200,1.8525,7.4100,4.6200,7.4573,10.0605,8.5196,7.7700,,4737,40.712857813744
GRWA11,Indefinido,0.1000,6576.57,0.9251,1.1100,1.1275,13.5300,3.4400,9.8250,7.1837,6.0071,9.0000,10.0200,2506,26.932971796852
GSFI11,Shoppings,0.0007,369450.24,0.6032,0.0276,0.0023,0.0276,0.0276,0.0276,0.0276,0.0000,2.5100,11.9008,6900,17.462311408102
GTLG11,Imóveis Industriais e Logísticos,60.6178,22885.25,1.0028,0.0000,0.0000,0.0000,37.5900,,0.0000,0.0000,,60.6200,8102,34.612044456026
GTWR11,Lajes Corporativas,0.8300,705485.48,0.7166,1.2400,1.0983,13.1800,3.6600,-0.3945,-0.2675,-1.4890,66.8200,99.6200,36748,15.14974181073
GURB11,Indefinido,0.7000,5000076,0.9365,0.6500,0.0000,0.0000,0.6500,,0.0000,0.0000,108.0000,,1,1.171764507553
GZIT11,Indefinido,0.7800,708338.38,0.5286,1.6400,1.7242,20.6900,5.5700,35.8048,15.4834,13.6201,47.5500,,6887,29.952988814759
HAAA11,Lajes Corporativas,0.0800,348.38,0.3306,0.3200,0.3225,3.8700,2.0900,-20.5395,-1.3291,-1.6438,25.1300,74.6000,229,41.135105467542
HABT11,Papéis,1.0800,723178.33,0.8785,1.4200,1.3250,15.9000,4.4000,10.5162,10.4400,8.8937,75.7900,93.6800,64075,17.49205655968
HBCR11,Indefinido,5.0000,579862.29,1.1116,3.6200,0.8592,10.3100,6.9900,13.3251,3.6200,0.0000,138.0000,,32,37.428168621489
HBRH11,Lajes Corporativas,0.5000,14627,0.8009,0.5500,0.7683,9.2200,9.2200,2.4597,1.5601,1.0045,91.5000,112.2300,720,13.976304501315
HCHG11,Papéis,0.7200,84235.24,0.7756,1.0100,1.1667,14.0000,3.9900,7.8229,4.3628,3.3193,71.2800,95.0700,617,32.331790165593
HCRA11,Indefinido,0.1700,160.71,0,1.8900,7.6683,92.0200,86.8400,-60.7969,15.7841,13.6364,9.0000,0.0000,0,121.62040341372
HCRI11,Hospitalar,2.7500,40929.9,0.6781,1.1300,1.0542,12.6500,3.1100,1.2767,4.9572,3.7845,243.2500,325.9300,3032,33.745835674943
HCTR11,Papéis,0.3200,1974531.67,0.2065,1.5700,1.6742,20.0900,7.2100,-16.3090,-3.3278,-4.8221,20.3300,101.0800,143549,43.221607453185
HDEL11,Imóveis Industriais e Logísticos,11.6000,37.71,2.2495,11.8400,3.5033,21.0200,11.8400,-0.3607,-0.3607,-10.9091,98.0000,,111,79.695181562963
HFOF11,Fundo de Fundos,0.5600,2402455.38,0.8395,1.0600,0.9617,11.5400,3.1200,-3.0351,0.9453,-0.1135,52.8100,65.2200,72293,13.804118520863
HGAG11,Indefinido,0.1900,1729.05,0.632,1.4600,1.0067,12.0800,2.3300,-3.2396,43.3674,41.3043,13.0000,23.7200,1173,98.133076437347
HGBL11,Misto,0.0720,1091783.19,0.902,0.8300,1.3242,15.8900,2.9300,-11.3727,0.9458,0.1148,8.7200,,4261,25.488119137418
HGBS11,Shoppings,1.6000,2354427.67,0.9056,0.9000,0.8508,10.2100,2.7000,-2.5219,2.8118,1.8948,178.0000,215.3300,126197,13.861825625631
HGCR11,Papéis,1.0500,2148815.43,1.003,1.1000,1.0167,12.2000,3.3000,6.2565,9.2634,8.0745,95.7000,95.6100,100995,14.859830338043
HGFF11,Fundo de Fundos,0.6800,282458.52,0.8992,1.0000,1.0258,12.3100,4.0200,3.7952,5.7627,4.7155,67.7300,77.1600,15393,17.370372428359
HGIC11,Papéis,0.5905,21082.81,0.6701,0.9100,1.1025,13.2300,3.3500,-22.6598,-10.3991,-11.2071,64.7300,108.9400,537,60.623106902961
HGLG11,Imóveis Industriais e Logísticos,1.1000,5793876.52,0.9372,0.7400,0.7267,8.7200,2.1900,3.4668,0.2834,-0.4532,149.3600,162.6100,495982,13.17660455625
HGPO11,Lajes Corporativas,57.0500,198780.76,0.8508,48.2200,4.8533,58.2400,62.3600,93.7917,55.7093,5.0528,118.3000,155.6100,10349,11.315702656663
HGRE11,Lajes Corporativas,0.8500,1423732.33,0.7127,0.8500,0.7992,9.5900,2.4900,3.0664,3.7291,2.8548,100.1600,154.3400,143784,19.393672106053
HGRS11,Imóveis Residenciais,29.3210,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,92.8601,8102,
HGRU11,Misto,0.9000,4729406.43,0.9405,0.7900,0.8433,10.1200,3.2700,6.1214,4.7562,3.9351,114.1000,126.5200,213976,12.829908472856
HILG11,Indefinido,1.4442,9.43,0.964,0.7300,0.4250,5.1000,2.7800,2.8047,0.7300,0.0000,197.2400,,104,10.758702026307
HLOG11,Imóveis Industriais e Logísticos,0.6500,64438.67,0.7116,0.8500,0.5792,6.9500,2.1800,-5.7881,-2.3228,-3.1460,76.3500,110.7100,3475,15.930698609556
HOFC11,Lajes Corporativas,0.2100,76560.05,0.3815,0.6500,0.6500,0.6500,2.0000,64.8895,74.9586,73.8288,32.2800,,5845,45.5807108936
HOSI11,Imóveis Residenciais,0.6329,22279.33,0.9227,0.7800,0.7317,8.7800,2.3300,-9.7913,-2.6073,-3.3610,81.3700,92.1200,1246,39.750952553209
HPDP11,Shoppings,0.5600,2403805.14,0.9441,0.6300,0.5833,7.0000,1.9700,3.9981,0.9388,0.3069,88.2500,93.4100,385,22.487356666845
HRDF11,Fundo de Desenvolvimento,6.8000,111.05,0.3881,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,969,52.87155952609
HREC11,Papéis,0.0900,843423.9,0.9883,1.1900,1.0367,12.4400,3.4700,0.8493,4.6412,3.4106,7.5800,8.5400,2737,18.154033445828
HRES11,Imóveis Residenciais,2.2029,477.6,1.1478,1.4900,1.3767,4.1300,3.0600,1.9714,1.4900,0.0000,147.6400,,132,32.387237677893
HSAF11,Papéis,0.9500,229053.05,0.9289,1.2100,1.2517,15.0200,4.3700,16.9495,14.2552,12.8893,78.3000,86.9300,9153,24.739070304506
HSLG11,Imóveis Industriais e Logísticos,0.6500,461607.43,0.7938,0.9100,0.9108,10.9300,2.8200,-5.0494,2.4249,1.5012,71.6700,103.6800,40899,18.241836079899
HSML11,Shoppings,0.6500,2232027.19,0.7606,0.8500,0.9267,11.1200,2.8800,-0.9000,6.6626,5.7636,76.5200,109.3700,193173,16.921719539039
HSRE11,Misto,0.6500,3230117.38,1.115,0.6400,0.8733,10.4800,2.4800,8.4998,1.7391,1.0921,100.9000,91.4700,341,21.662605720485
HTMX11,Hotéis,0.9817,994653.86,0.992,0.6600,1.3208,15.8500,4.0400,5.1271,-3.4056,-4.0389,148.0200,145.4400,37869,23.197326877124
HUCG11,Hospitalar,0.2200,496.33,0.9987,0.2000,0.0000,0.0000,0.2000,8.2160,8.2160,8.0000,108.0000,,236,58.404312315905
HUSC11,Hospitalar,0.9000,5917.33,0.6273,0.9300,0.8317,9.9800,2.9700,1.0732,9.7365,8.7254,97.0700,152.3700,755,49.364169231785
HUSI11,Hospitalar,8.4182,115.29,0.9874,0.0000,0.5317,6.3800,0.7100,,0.0000,0.0000,,1245.6900,103,63.198828685933
IAAG11,Indefinido,0.1000,90212.81,0.7889,1.2500,1.1258,13.5100,3.9400,-4.4948,4.9270,3.6316,7.9900,9.7100,13310,26.767988261199
IAGR11,Indefinido,0.0060,29097.71,0.6354,0.1600,0.3883,4.6600,0.5700,32.3304,17.3750,17.1875,3.7500,6.3900,3824,40.263292763389
IBBP11,Indefinido,0.0714,379.57,1.0782,0.8200,1.2850,2.5700,2.5700,0.8736,0.0134,-0.8000,8.6800,,388,29.168515154026
IBCR11,Papéis,0.9000,257456.67,0.6518,1.5300,1.4117,16.9400,4.8200,12.9682,14.6112,12.8840,58.7900,92.3300,3709,17.547341921365
IBFF11,Fundo de Fundos,14.7925,162549.5,1.0406,0.0000,0.0000,0.0000,6.2500,,0.0000,0.0000,,14.7800,8102,4.204075241659
ICNE11,Imóveis Residenciais,12.7602,,0.801,1.9500,1.1833,14.2000,5.7800,5.8941,1.9500,0.0000,653.9600,,5,132.23343738131
ICRI11,Misto,1.0000,1167795.33,0.9473,1.1400,1.2333,14.8000,4.1400,2.1698,11.0805,9.8285,87.7200,,6626,19.953172567569
IDFI11,Indefinido,1.5607,2592.8,1.25,78.0400,58.9000,706.8000,1043.0400,44259.4346,-18.7032,-54.3379,2.0000,1.6000,617,595.40532971841
IDGR11,Misto,0.0898,332.83,16.6667,5.9900,7.6050,91.2600,5.9900,-48.0441,-48.0441,-50.9804,1.5000,,171,154.57218089406
IDUA11,Imóveis Comerciais - Outros,1.7443,,0.856,2.7100,1.0033,12.0400,7.5000,6.2487,2.7100,0.0000,64.4200,,2,18.716173765691
IFRA11,Indefinido,1.0000,1730041.14,0,1.0800,1.0417,12.5000,3.1800,-4.5045,1.2877,0.2054,92.6700,,0,17.930412744655
IFRI11,Misto,1.0000,2101512.48,0,1.0700,0.9778,8.8000,2.9400,0.6718,3.2489,2.1558,93.3500,,0,18.459248463902
IMOV11,Indefinido,0.0900,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,13027,
INFA11,Outros,1.0000,,0,10.1800,3.3875,13.5500,11.8000,9.9566,10.1800,0.0000,9.8200,,0,2.619290688636
INFB11,Indefinido,1.0000,57537,0,1.0300,1.4950,2.9900,2.9900,-2.9854,-3.9081,-4.8878,97.4900,,0,43.463858549308
INLG11,Imóveis Industriais e Logísticos,0.7300,191523.1,0.6699,1.1100,0.9867,11.8400,3.4000,-0.9521,1.0333,-0.0758,65.8700,,18197,15.519968964945
INRD11,Fundo de Desenvolvimento,0.6200,55624,0.5609,0.9900,0.8483,10.1800,2.8600,-4.3843,-1.9702,-2.9311,62.5900,,7581,14.442446110827
IRDM11,Papéis,0.8000,2769362.19,0.8708,1.2100,1.2067,14.4800,3.9500,14.9888,9.9027,8.5888,66.2500,81.2800,279820,14.597789132713
IRIF11,Papéis,0.1000,45607.19,0,1.1100,0.7400,2.2200,2.2200,0.8853,0.8853,-0.2222,8.9800,,0,46.151262907967
IRIM11,Indefinido,0.8200,40454.62,0.8027,1.2100,1.2900,15.4800,4.2200,20.1436,10.9797,9.6529,67.9300,84.7100,2567,18.899710611521
ISCJ11,Papéis,0.5875,31.57,0.402,0.7200,0.7033,8.4400,3.7200,-4.7776,-17.2650,-17.8564,81.4700,,50,106.6486791997
ITIP11,Papéis,0.7200,862543.19,0.9915,1.1400,0.9925,11.9100,3.1500,-3.0171,-2.2246,-3.3267,63.3500,66.2600,9438,17.097328006201
ITIT11,Fundo de Fundos,0.6200,641863.24,0.9421,0.9600,0.8758,10.5100,2.8300,0.3450,2.2396,1.2674,64.7200,70.2700,10939,13.993604054219
ITRI11,Shoppings,0.7200,1263446.05,0.8916,1.0100,1.0680,10.6800,3.1400,-3.8490,8.2315,7.1493,71.3400,,17329,19.575981222122
IVCI11,Papéis,1.8200,,0.9873,1.8800,1.9067,5.7200,2.5600,1.7951,1.8800,0.0000,96.8600,,16,3.653515191164
JASC11,Imóveis Comerciais - Outros,0.6400,9523.81,0.8839,0.6200,0.3525,4.2300,1.8800,5.9765,0.6200,0.0000,103.0000,,166,180.98403102866
JBFO11,Papéis,0.0407,82,1.8741,0.2700,9.2708,111.2500,0.2700,-43.6824,-43.6824,-43.8341,15.0300,,366,220.68989124139
JCCJ11,Papéis,0.4225,2125986,0.8088,0.2800,0.2242,2.6900,0.8500,-3.7931,-0.6121,-0.8896,152.6300,,126,176.31443879112
JCIN11,Fundo de Fundos,0.5502,3189171.43,0.9609,0.3700,0.3463,2.7700,1.1500,1.1544,0.3700,0.0000,150.0000,,6,14.540866662328
JFLL11,Imóveis Residenciais,0.5000,75442.95,0.6591,0.7100,0.8283,9.9400,2.2300,-0.6836,-0.6846,-1.3848,70.5000,107.8700,2824,22.479967110299
JGPX11,Indefinido,0.5500,207875.33,0.675,0.9700,1.1958,14.3500,3.0400,-1.9275,9.9769,8.9204,56.9000,93.3300,6502,29.358649183661
JMBI11,Outros,1.0000,1460345.57,0,1.2800,0.7480,3.7400,3.7400,-11.0504,6.7698,5.4204,77.9900,,0,56.319317098402
JPPA11,Papéis,1.0600,95432,0.8962,1.3900,1.3742,16.4900,4.6800,4.1922,5.3433,3.8991,76.2100,94.8500,6996,15.680822762566
JRDM11,Shoppings,7.8276,610682,1.3462,0.0000,0.0000,0.0000,5.0000,,0.0000,0.0000,,88.8400,8102,9.336848512829
JSAF11,Fundo de Fundos,0.0910,1812743.71,0.955,1.3000,1.1417,13.7000,3.9400,-8.1033,11.1597,9.7331,6.9900,8.2200,19101,25.653543093286
JSCR11,Papéis,0.0950,618924.14,0.9273,1.2800,1.1700,8.1900,3.8900,-89.7593,8.1390,6.7723,7.4100,,3348,116.32383766686
JSRE11,Misto,0.4800,1037614.48,0.5812,0.8500,0.8008,9.6100,2.6200,3.2862,7.3238,6.4192,56.2000,101.8500,90016,20.386005408466
JURO11,Indefinido,1.0000,4107603.29,0,1.0400,0.9975,11.9700,2.4000,-1.9546,7.7984,6.6889,96.1800,,0,13.873210723873
KCRE11,Indefinido,0.1000,396125.43,0.9716,1.1800,1.0983,13.1800,3.7000,3.0150,10.0235,8.7404,8.4600,9.1700,14740,16.598959685869
KDIF11,Indefinido,1.5000,2820541.43,0,1.2300,0.9075,10.8900,3.1400,-0.4442,2.9428,1.6919,122.0100,,0,16.837185580861
KDOL11,Misto,0.5300,352663.71,0.901,0.5400,0.6367,1.9100,1.4200,-6.7640,1.5728,1.0272,98.3500,105.6300,2090,27.280742704512
KEVE11,Fundo de Desenvolvimento,28.4358,35120.71,1.6017,3.6300,2.8933,34.7200,6.6600,5.3781,-4.6077,-7.9491,782.8100,613.9700,459,152.6306202998
KFEN11,Indefinido,10.0000,1571.43,1.1793,0.9200,2.0000,2.0000,2.0000,12.3131,12.3131,11.2892,1090.0000,,129,31.544473256189
KFOF11,Fundo de Fundos,0.7500,1172274.48,0.9162,1.0600,0.9775,11.7300,3.2700,1.6883,7.4103,6.2837,71.0400,81.8600,27208,18.556374447442
KINP11,Fundo de Desenvolvimento,2.8952,38394.2,0.1539,0.0000,0.0000,0.0000,19.9500,,0.0000,0.0000,,0.0000,8102,12.738619063346
KISU11,Fundo de Fundos,0.0700,362263,0.9469,1.0000,0.9700,11.6400,3.0600,5.0478,9.2992,8.2171,6.9800,7.5300,112741,17.216351669123
KIVO11,Papéis,0.9000,364239.9,0.7827,1.5000,1.3667,16.4000,4.7400,-6.0493,7.3026,5.7168,60.1000,,6545,26.894833006704
KNCA11,Indefinido,1.2000,2576163.19,0.9463,1.3200,1.1125,13.3500,3.7500,2.9931,9.8700,8.4386,90.9800,101.9800,70946,18.788487771362
