TICKER,SETOR,DIVIDENDO,LIQUIDEZMEDIADIARIA,PVP,YELD,MEDIA_YIELD_12M,SOMA_YIELD_12M,SOMA_YIELD_ANO_CORRENTE,RENTABILIDADE,RENTABILIDADE_MES,VARIACAO_COTACAO_MES,COTACAO_FECHAMENTO,VPA,NUMERO_COTISTA,VOLATILITY
KNCR11,Papéis,1.0700,9736987.05,1.0274,1.0600,1.0125,12.1500,3.1300,4.7550,2.5170,1.4417,101.3200,101.6200,388896,11.312781370635
KNHF11,Indefinido,0.9000,5274249.52,0.925,1.0700,1.0408,12.4900,3.3700,7.2713,12.6395,11.4471,84.4100,,42797,18.576524060963
KNHY11,Papéis,1.1000,2919716.14,1.0302,1.1200,1.1225,13.4700,3.5400,3.8887,7.5969,6.4051,98.1800,98.3800,25864,12.278923663591
KNIP11,Papéis,0.9000,6330750.05,1.0011,1.0400,1.0042,12.0500,3.3200,3.0826,4.3847,3.3102,86.4500,90.8300,73592,10.919369925608
KNOX11,Indefinido,2.5519,435183.14,0,2.4700,0.6250,7.5000,7.5000,5.2213,-1.1506,-3.5334,103.2000,,0,17.660425722573
KNPR11,Indefinido,3.3000,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,593,
KNRE11,Fundo de Desenvolvimento,0.0701,3856.43,0.225,12.5200,0.0000,0.0000,12.5200,-36.9888,-36.9888,-44.0000,0.5600,0.7600,6169,92.93172125246
KNRI11,Misto,1.0000,8447959.62,0.8395,0.7600,0.7142,8.5700,2.2900,5.7258,3.1419,2.3640,132.0700,161.1700,294028,14.826079622574
KNSC11,Papéis,0.0900,4667577.52,0.9977,1.0600,1.0492,12.5900,3.3600,6.0169,7.5106,6.3830,8.5000,8.6800,197407,16.144879442767
KNUQ11,Indefinido,1.2200,2907018.71,1.039,1.2000,1.1033,13.2400,3.5800,5.5190,6.0151,4.7580,101.2800,,36662,13.90948586196
KOPA11,Indefinido,13.2000,337707.1,0.8904,1.4300,1.3425,16.1100,4.4300,17.6800,4.0739,2.6067,923.4600,1022.0400,3572,32.301153048072
KORE11,Lajes Corporativas,1.2500,1971730.76,0.7925,1.6400,1.4242,17.0900,4.9400,1.3028,7.0339,5.3069,76.0000,,22443,27.174278082456
KRES11,Misto,0.0001,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,131,
LAFI11,Misto,9.2800,7328.14,1.0113,7.9200,7.9200,7.9200,7.9200,,0.0000,0.0000,117.2300,109.8200,156,12.06915033345
LASC11,Shoppings,0.8300,1386116.81,0.703,0.7800,0.5158,6.1900,1.5900,-0.7227,-2.9580,-3.7090,106.9600,142.2400,395,20.84610201035
LAVF11,Indefinido,1.3000,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,8102,
LFTT11,Papéis,2.0946,28338.24,0.5945,21.7100,1628634.1058,19543609.2700,31.7000,31.2840,52.5327,25.3247,9.6500,15.2900,610,93.455393663778
LGCP11,Imóveis Industriais e Logísticos,0.8000,163106.04,0.6514,1.1300,0.8983,10.7800,10.7800,-7.0521,-6.1680,-7.2165,71.1000,101.3200,19183,9.471270541385
LIFE11,Imóveis Comerciais - Outros,0.1200,732990.33,0.9002,1.4200,1.5033,18.0400,4.5500,-0.0935,2.6303,1.1933,8.4800,,14746,25.040656346489
LLAO11,Misto,7.3102,7019.57,1.228,11.3200,1.9186,13.4300,11.3200,8.9745,8.9745,-2.1070,64.5800,,77,131.65188401025
LOFT11B,Fundo de Desenvolvimento,47.8954,,12.563,0.0000,0.0000,0.0000,142.9600,,0.0000,0.0000,,,8,
LPLP11,Indefinido,0.5737,500,1.3117,0.1500,1.5350,18.4200,7.4500,7.6061,0.1500,0.0000,386.6800,,11,54.369500657363
LSAG11,Indefinido,1.0700,66275,0.7734,1.5700,1.4475,17.3700,4.8600,-5.9214,5.6080,3.9755,68.0000,97.9900,2852,19.551191342939
LSOI11,Misto,0.1000,,9.1991,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,9,
LSPA11,Papéis,20.8500,453.61,1.1461,86.8400,25.2608,303.1300,299.4500,153.7277,86.8400,0.0000,24.0100,,727,78.648993150969
LTMT11,Imóveis Residenciais,8.3791,7850.38,1.0047,8.8000,8.8000,8.8000,8.8000,,0.0000,0.0000,95.1900,,228,33.408296642284
LUGG11,Fundo de Desenvolvimento,0.5900,23956,0.5527,0.8800,0.7692,9.2300,9.2300,-10.0843,-2.3504,-3.2022,67.4100,117.6000,7962,10.066671453741
LVBI11,Imóveis Industriais e Logísticos,0.8300,2261221.38,0.8418,0.8600,0.8500,10.2000,2.6800,5.2297,9.8741,8.9372,96.6600,124.7900,131796,20.313479183871
MALL11,Shoppings,0.8500,3680681.86,0.8198,0.9000,0.8192,9.8300,2.6400,3.2744,3.8970,2.9703,94.6400,122.3100,130380,14.442586453967
MANA11,Indefinido,0.1000,943510.33,0.9339,1.2300,1.2483,14.9800,3.9900,5.8662,6.7445,5.4475,8.1300,,19647,16.205011753991
MATV11,Indefinido,0.6000,13027.43,1.3576,0.7300,0.0000,0.0000,3.1100,-1.0827,-0.6904,-1.4101,82.5000,91.0900,8102,0.366183356078
MAXR11,Varejo,0.3100,1074867.38,0.625,0.5300,2.7508,33.0100,1.6100,-2.3804,2.0390,1.5010,58.8300,104.3300,4663,18.02867699053
MBRF11,Lajes Corporativas,0.5000,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,1136.0082,0,
MCCI11,Papéis,0.9000,2211531.48,0.9182,1.0900,1.0217,12.2600,3.3700,14.8513,13.3130,12.0912,82.6000,91.2200,102427,22.730618429405
MCEM11,Shoppings,2.7700,744.29,1.6756,2.5200,2.5200,2.5200,2.5200,,0.0000,0.0000,109.9900,,15,16.395966365905
MCHF11,Papéis,2.5886,1778820.09,0.1426,0.0000,0.0000,0.0000,1.5100,,0.0000,0.0000,,10.3800,8102,7.841490177705
MCHY11,Papéis,0.1000,4789731.61,0.7158,1.3900,1.1575,13.8900,13.8900,-21.9389,-11.0049,-12.2249,7.1800,9.5000,93666,26.953151441322
MCRE11,Papéis,0.1100,2954724.29,0.8431,1.2800,1.2500,15.0000,4.0700,30.0809,12.7233,11.2987,8.5700,,83628,23.132301497881
MFAI11,Fundo de Fundos,34.1800,11326.82,0.9916,48.8400,4.4825,53.7900,56.2400,89.7503,52.7919,2.6551,69.9800,0.0000,2301,28.60480687789
MFII11,Fundo de Desenvolvimento,1.1100,850018.1,0.8153,1.3300,1.2975,15.5700,4.0600,-3.3167,7.1915,5.7846,83.3900,103.0300,33298,21.253906045907
MGCR11,Papéis,0.3329,259145.59,0.1473,0.0000,0.0000,0.0000,8.0000,,0.0000,0.0000,,9.7800,8102,14.563328514779
MGFF11,Fundo de Fundos,4.2605,2558695.75,1.0969,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,73.5400,8102,8.068261594772
MGHT11,Hotéis,0.1300,22802.81,0.4839,0.4200,0.3958,4.7500,7.0600,-26.9285,-14.0650,-14.4244,30.8500,50.8100,4948,56.425887048844
MGLG11,Imóveis Industriais e Logísticos,0.3500,55314.19,0.549,0.8600,0.9742,11.6900,0.8600,-2.7662,-2.7662,-3.5952,40.4900,61.5542,3712,27.794577979683
MGRI11,Indefinido,1.4200,,0.8154,2.4400,1.1733,14.0800,6.8400,6.9955,2.4400,0.0000,58.1800,,1,7.035462490528
MINT11,Educacional,14.6723,2171.2,0.9931,15.2000,7.6000,15.2000,19.7700,14.9526,8.4566,-5.8537,96.5000,,94,24.670157910227
MMPD11,Indefinido,0.5079,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,102,
MORC11,Papéis,3.0792,1741368.33,1.4084,0.0000,0.0000,0.0000,1.0300,,0.0000,0.0000,,97.7300,8102,3.251079155659
MORE11,Fundo de Fundos,6.0224,1327577.67,1.1943,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,86.8700,8102,2.673784466879
MXRF11,Papéis,0.0900,11001609.81,0.9946,1.0000,1.0292,12.3500,3.1000,3.2468,0.6645,-0.3322,9.0000,9.1900,1273334,12.643825578649
NAVT11,Papéis,0.7000,63696.52,0.8446,1.0800,1.2408,14.8900,3.4400,10.2598,7.6142,6.4644,64.5600,78.3300,2858,33.21827574989
NCHB11,Papéis,0.1050,73432.38,0.8174,1.3300,1.2425,14.9100,4.0200,9.9335,12.4620,10.9859,7.8800,9.7500,11451,17.184051323372
NCRA11,Indefinido,0.1000,41412.86,0.7278,1.4100,1.2483,14.9800,3.2500,3.7136,-0.2732,-1.6598,7.1100,10.5800,8669,19.895123192222
NCRI11,Papéis,0.1000,1281.9,0.835,1.2600,1.2100,14.5200,3.8400,6.8538,4.2846,2.9870,7.9300,,997,37.274707128077
NELO11,Logística,29.6330,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,1322.0900,2,
NEWL11,Imóveis Industriais e Logísticos,0.9500,1793926.95,0.7293,1.0600,0.9158,10.9900,3.0500,-10.3577,-2.0286,-3.0562,89.4500,130.2700,8884,17.492377122974
NEWU11,Lajes Corporativas,0.0700,98595.14,0.9801,0.1000,0.0958,1.1500,0.3300,-8.1827,-4.0204,-4.1163,72.9100,77.5400,1165,58.108853861273
NEXG11,Agricultura,0.9500,214123.29,1.2995,0.7400,0.6892,8.2700,2.0700,5.5418,1.1414,0.3984,128.5100,99.2700,606,45.971340633717
NSLU11,Hospitalar,1.5600,100827.52,0.7487,1.0700,0.9700,11.6400,3.2400,-1.0334,4.3485,3.2438,146.0900,209.6300,5605,20.547169436643
NUIF11,Indefinido,1.0000,58479.67,0,1.1600,1.0183,12.2200,3.4600,-5.3186,4.7407,3.5396,86.0000,,0,27.464381794125
NVHO11,Hospitalar,0.0860,1584.48,0.7232,0.7100,0.7275,8.7300,2.2200,-0.1393,14.0943,13.2900,12.1900,16.5800,1890,60.844268377434
NVIF11B,Fundo de Desenvolvimento,1.1114,,0.8641,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,263.2800,7,
NVRP11,Indefinido,64.7273,524.09,0,51.7800,51.7800,51.7800,51.7800,,0.0000,0.0000,125.0000,,0,191.69063210644
OBAL11,Imóveis Residenciais,72.4432,52.14,0.9282,7.3400,7.3400,7.3400,7.3400,,0.0000,0.0000,987.0900,,108,62.054945418906
OCRE11,Papéis,0.5518,18179.43,0.8716,0.6200,0.6367,7.6400,2.0700,-1.0428,-5.1913,-5.7755,89.2400,,474,54.777263952833
OGHY11,Indefinido,9.3992,22847.1,0.1367,0.0000,0.0000,0.0000,0.9900,,0.0000,0.0000,,,8102,57.139871256465
OGIN11,Misto,0.0800,132740.62,0,0.9700,1.1783,14.1400,2.0200,-15.0434,-12.3016,-13.1441,8.2600,,0,19.076249877513
OIAG11,Indefinido,0.1050,68748.81,0.7921,1.3500,1.2858,15.4300,4.1000,9.3501,9.3513,7.8947,7.7900,9.8600,12752,15.845442885474
ONEF11,Lajes Corporativas,2.8490,114431.47,3.1348,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,182.7900,8102,9.397628254804
OPTM11,Misto,0.1400,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,15,
ORPD11,Fundo de Desenvolvimento,1.3793,402.75,0.6528,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,124.6841,6,24.80391854123
OUFF11,Fundo de Fundos,0.7558,264340.11,0.9575,1.2500,0.4317,5.1800,7.1000,-4.0100,-0.2037,-1.4358,60.4100,78.5500,8102,11.669894614204
OUJP11,Papéis,0.9300,408529.9,0.8196,1.3200,1.2125,14.5500,4.4500,-1.3054,8.3235,6.9122,70.5300,98.5600,25415,19.86777930087
OULG11,Imóveis Industriais e Logísticos,0.7650,1388679.62,0.5891,2.3100,0.1925,2.3100,2.3100,4.5815,4.5815,2.2202,33.1500,61.6800,3806,14.432871724039
OURE11,Misto,1.0850,224923.68,1.2255,1.3900,0.5333,6.4000,8.6800,19.4212,5.2834,3.8400,77.8800,100.4300,8102,12.490112856705
PABY11,Fundo de Desenvolvimento,0.1325,223.86,0.2271,,,,,,,,,251.4213,553,59.2635316418
PATA11,Misto,0.0961,3588.38,1.0743,0.9500,1.0417,6.2500,3.5800,-0.3263,-0.4302,-1.3672,10.1000,,195,64.552619789747
PATB11,Lajes Corporativas,6.8101,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,1,
PATC11,Fundo de Desenvolvimento,0.1500,1549425.95,0.8591,0.4200,0.3508,4.2100,1.2700,6.3954,1.1232,0.7003,35.9500,41.3000,6104,15.008259912343
PATL11,Imóveis Industriais e Logísticos,0.5700,290994,0.4955,1.2800,1.1133,13.3600,3.8200,4.2890,5.2615,3.9311,44.6800,96.4500,25327,20.558812134799
PCAS11,Indefinido,428.5714,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,100,
PEMA11,Papéis,0.4440,195.1,0.5552,1.4600,0.9917,11.9000,3.8800,4.3412,-9.2404,-10.5464,30.4500,,302,108.86721366029
PFIN11,Indefinido,1.3000,601710.24,0,1.9700,0.4100,4.9200,4.9200,2.4894,-8.7760,-10.5384,66.1300,,0,15.887274377692
PICE11,Indefinido,0.4000,438121.38,0,1.1500,0.3700,4.4400,1.1500,-7.5579,-7.5579,-8.6089,34.8200,,0,46.822641311858
PLAG11,Indefinido,0.4600,1477789.14,0.7841,1.1200,1.0100,12.1200,3.2800,-1.9167,1.2433,0.1220,41.0500,,17348,11.7182957814
PLCA11,Indefinido,1.0000,61742.95,0.7885,1.4300,1.2725,15.2700,4.4700,5.9004,8.3926,6.8644,69.9000,94.2300,2662,16.546291329357
PLCR11,Papéis,0.8500,172281.14,0.8807,1.1700,1.0333,12.4000,3.6100,1.2392,4.6168,3.4070,72.5400,90.7200,15095,19.944752934934
PLOG11,Imóveis Industriais e Logísticos,0.7000,70165.04,0.629,0.9900,1.0108,12.1300,4.0900,0.5538,3.0226,2.0127,70.9600,100.3948,3284,16.625047460129
PLRI11,Papéis,1.8862,12853.24,0.9001,12.8300,5.1533,61.8400,27.8800,22.8367,58.7178,40.6699,14.7000,18.1100,703,220.19430582853
PMFO11,Misto,0.8400,7498.33,0.9955,1.0300,0.5483,6.5800,2.9200,-4.9098,-6.6819,-7.6332,81.8000,,195,196.22689699382
PMIS11,Misto,0.0900,316142.14,0.8696,1.1700,1.1567,13.8800,3.6400,-3.6050,11.6509,10.3597,7.6700,,7393,32.737855264583
PNCR11,Imóveis Residenciais,1.6778,2.96,1.227,2.4400,1.7383,20.8600,8.5400,24.5362,2.4400,0.0000,68.6500,,113,184.37420922361
PNDL11,Fundo de Desenvolvimento,3.0000,45378.81,1.0457,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,56,132.95074075561
PNPR11,Fundo de Desenvolvimento,19.0500,7.81,1.4088,25.2300,8.4100,25.2300,25.2300,,0.0000,0.0000,75.5000,,19,181.68415351201
PNRC11,Indefinido,0.4700,105,1.8943,0.4600,2.1492,25.7900,0.4600,0.4600,0.4600,0.0000,102.5200,,105,215.38961015253
PORD11,Papéis,0.0900,412876.38,0.8501,1.1700,1.1333,13.6000,3.4700,5.2879,7.0067,5.7692,7.7000,9.5400,39436,17.828627182214
PPEI11,Indefinido,4.0000,166839.38,0,5.0900,1.5450,9.2700,9.2700,-1.3601,-13.6517,-17.8340,78.6000,,0,21.645941774207
PQAG11,Imóveis Industriais e Logísticos,0.4700,457451.19,0.9731,0.8500,0.8317,9.9800,2.5200,1.5889,2.6449,1.7798,55.4700,57.5500,475,22.677127446853
PQDP11,Shoppings,19.0000,537406.62,0.658,0.9200,0.8967,10.7600,2.7100,8.8331,1.2389,0.3159,2060.6300,3343.4100,3447,24.09837112426
PRIF11,Indefinido,1.0000,3006.24,0,0.9500,0.9500,0.9500,0.9500,,0.0000,0.0000,105.0000,,0,21.870306363574
PRSV11,Lajes Corporativas,14.1000,1598.19,0.3259,3.6200,0.0000,0.0000,7.0800,19.5444,5.7901,2.0942,390.0000,364.2296,836,58.137442449553
PRTS11,Shoppings,0.0549,,1.8445,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,8102,
PULV11,Papéis,0.1000,20747.86,0.834,1.3100,0.8200,9.8400,3.7600,0.5181,-7.7463,-8.9392,7.6400,,801,80.163740906189
PVBI11,Lajes Corporativas,0.5000,3433530.33,0.742,0.6600,0.7225,8.6700,2.1600,9.1307,7.9361,7.2284,76.1000,104.8500,159903,19.985668650185
QAGR11,Indefinido,0.4600,258464.62,0.7841,1.1200,1.0100,12.1200,3.2800,-1.9167,1.2433,0.1220,41.0500,60.5700,17348,9.703106848668
QAMI11,Papéis,1.0000,22339.67,1.3271,1.1700,0.0000,0.0000,11.3200,14.2215,7.9417,6.6934,85.1200,92.8000,8102,222.24311012942
QIRI11,Papéis,89.6379,6867.57,1.223,0.0000,0.0000,0.0000,6.9000,,0.0000,0.0000,,89.6100,8102,9.645270602362
QNTS11,Indefinido,0.6500,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,136,
RBCO11,Lajes Corporativas,0.5000,,0,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,90.2202,0,
RBDS11,Fundo de Desenvolvimento,2.3541,272.76,0.1446,11.2100,0.0000,0.0000,11.2100,-45.7260,-45.7260,-51.1968,21.0000,22.9843,867,101.04943831178
RBED11,Educacional,0.6832,28351.38,0.9399,0.7300,1.4275,17.1300,1.7200,-7.0396,0.3883,-0.3393,94.0000,0.0000,10734,17.530224149434
RBFF11,Fundo de Fundos,0.5100,490924.38,0.9305,1.1000,0.9683,11.6200,3.3100,-1.9104,5.8384,4.6868,46.4600,56.2600,24605,23.9531124793
RBGS11,Shoppings,0.1766,,0.4459,0.6200,0.0000,0.0000,0.6200,-1.2883,-1.2883,-1.8966,28.4500,90.7841,8102,
RBHG11,Papéis,0.8000,266078.57,0.8138,1.2100,1.1675,14.0100,3.6900,-8.6790,3.7355,2.4954,66.1300,86.6500,9907,20.317957832775
RBHY11,Papéis,1.0500,390354.14,0.9044,1.3900,1.2800,15.3600,4.1600,1.2280,2.7096,1.3015,75.5000,92.4700,3299,17.613310207238
RBIF11,Indefinido,0.9700,280943.95,0,1.3900,1.0933,13.1200,4.0200,-3.3726,9.1124,7.6166,69.9400,,0,22.468386238545
RBIR11,Fundo de Desenvolvimento,1.3000,159049.29,0.8771,1.6300,0.8242,9.8900,4.5600,1.8892,2.8552,1.2056,79.7500,,1502,18.752288502892
RBLG11,Imóveis Industriais e Logísticos,0.4500,2567.67,0.7119,0.8500,0.8750,10.5000,3.4500,-18.6055,-4.2570,-5.0640,52.6800,69.0000,250,171.4288335064
RBOP11,Lajes Corporativas,3.5000,30187.29,0.2675,0.9700,0.5808,6.9700,15.8800,77.0686,0.5667,-0.3995,361.5400,,3354,47.979751774431
RBRD11,Varejo,0.5000,48466.9,0.5938,1.4300,1.1458,13.7500,4.4300,7.1387,-1.7274,-3.1128,34.8600,64.0100,7667,23.326111615601
RBRF11,Fundo de Fundos,0.0600,3191364.38,0.7867,0.9300,1.0433,12.5200,3.6600,13.8970,4.6442,3.6800,6.4800,8.2500,123818,18.626486036709
RBRI11,Fundo de Desenvolvimento,60.5000,3580.1,1.1399,6.4500,3.6211,32.5900,23.4000,71.1395,29.7665,21.9037,938.5000,,110,249.74177398542
RBRL11,Imóveis Industriais e Logísticos,0.7500,263282.48,0.6844,1.1500,1.0208,12.2500,3.4800,3.8233,10.0889,8.8373,65.1500,106.2600,13760,20.16642802806
RBRM11,Fundo de Desenvolvimento,5302.0190,,17.8791,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,,,54,
RBRP11,Lajes Corporativas,0.4100,1506654.19,0.6054,0.9700,1.0533,12.6400,3.0800,-10.2756,3.9332,2.9347,42.0900,74.1700,72283,23.26511842553
RBRR11,Papéis,0.9500,1892736.62,0.9274,1.1600,1.0550,12.6600,3.4100,10.3589,11.7812,10.4994,82.0900,91.0100,122517,15.882415085829
RBRS11,Fundo de Desenvolvimento,0.0700,77376.67,0.3554,0.2200,0.4200,0.4200,0.4200,-35.3627,-6.2664,-6.4721,32.3700,94.5400,1059,31.755342560498
RBRX11,Indefinido,0.0800,722239.86,0.8265,1.0100,1.1100,13.3200,3.2000,17.1768,11.1391,10.0279,7.9000,,12889,17.12452442846
RBRY11,Papéis,1.0500,2715540.9,0.9749,1.1700,1.1100,13.3200,3.5900,20.5207,9.7576,8.4883,89.8500,95.7100,59539,15.619396860065
RBTS11,Fundo de Desenvolvimento,28.6600,273.43,0.9897,7.0200,5.5092,66.1100,11.2500,-25.3186,-29.1051,-33.7555,408.5100,443.5900,142,70.421562636151
RBVA11,Varejo,0.9000,1958820.57,0.7848,1.1600,1.0267,12.3200,3.3600,-12.1591,-0.0298,-1.1762,77.3000,106.6500,68582,16.316260529678
RBVO11,Papéis,5.6550,1143.43,0.9517,106.3000,11.1783,134.1400,168.1300,146.5693,-60.6484,-80.9251,5.3200,0.0000,6943,114.10650523492
RCFF11,Fundo de Fundos,5.3000,3.76,0.7929,5.4100,3.0256,27.2300,5.4100,14.7543,14.7543,8.8647,98.0000,98.8000,127,257.72906122182
RCRB11,Lajes Corporativas,0.8500,1227161.57,0.6552,0.7100,0.7275,8.7300,2.1400,7.9061,4.9558,4.2159,119.1500,201.1200,30743,25.966200785939
